candidate_index,candidate_flat,image_path,original_brisque,enhanced_brisque
5,"{""clahe.clipLimit"": 0.5, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.2, ""detail_weight"": 0.2, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0169_JPG.rf.a0cb151e5e043e264ca7a80d8ab90c29.jpg,53.27840239740701,49.39239869067907
5,"{""clahe.clipLimit"": 0.5, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.2, ""detail_weight"": 0.2, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0235_JPG.rf.0e91b0959b7401287795454abd898e2b.jpg,40.559548354774705,56.457471567781084
5,"{""clahe.clipLimit"": 0.5, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.2, ""detail_weight"": 0.2, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0288_JPG.rf.ef503b9935fd9f4fb7a457564fe1e779.jpg,40.28129606708964,47.44523518195703
5,"{""clahe.clipLimit"": 0.5, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.2, ""detail_weight"": 0.2, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0291_JPG.rf.abe6fb2abedd1cf64a0d49da05c4499a.jpg,37.21175442357864,57.462415821449866
5,"{""clahe.clipLimit"": 0.5, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.2, ""detail_weight"": 0.2, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0199_JPG.rf.a1a35e58dc1ca71ced33159b8f3c70f1.jpg,45.93608869141801,58.37384096520847
5,"{""clahe.clipLimit"": 0.5, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.2, ""detail_weight"": 0.2, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0142_JPG.rf.8451ab95a7e0ad48de3c9d42abd06cba.jpg,49.701163704998834,57.89718773639126
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\test\images\DSC_0281_JPG.rf.6a56017fecafef036b18f774525c6197.jpg,38.18130548394285,35.56961974014732
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0043_JPG.rf.6f355d5f08ba937bb5925d2d118830c9.jpg,72.17507885685629,68.6591933185143
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0059_JPG.rf.9b9367d68aca06f0950991c3d9bb8010.jpg,25.19091890998922,29.336719545320847
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0223_JPG.rf.375636013ae935ea51190e93998658b4.jpg,40.89389022680254,39.08223904423059
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0236_JPG.rf.44e73ee8581f29dabb2c2b5852888a0f.jpg,40.36105927654418,45.88754743022602
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0149_JPG.rf.89c78ab0d5eaf4b5babaf869d5aac7b4.jpg,43.24064756345135,54.62114877066662
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0169_JPG.rf.a0cb151e5e043e264ca7a80d8ab90c29.jpg,53.27840239740246,53.441715400177344
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0235_JPG.rf.0e91b0959b7401287795454abd898e2b.jpg,40.55954835478926,44.48037662449653
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0288_JPG.rf.ef503b9935fd9f4fb7a457564fe1e779.jpg,40.28129606707964,44.3663415660337
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0291_JPG.rf.abe6fb2abedd1cf64a0d49da05c4499a.jpg,37.21175442357887,34.22083656205061
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0199_JPG.rf.a1a35e58dc1ca71ced33159b8f3c70f1.jpg,45.93608869142983,56.010316567863555
6,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [16, 16], ""unsharp.weight_main"": 1.5, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.0, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0142_JPG.rf.8451ab95a7e0ad48de3c9d42abd06cba.jpg,49.70116370499247,68.39666897510389
7,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [8, 8], ""unsharp.weight_main"": 1.0, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.4, ""inpaint.dilation_kernel"": 3}",data\test\images\DSC_0281_JPG.rf.6a56017fecafef036b18f774525c6197.jpg,38.181305483951945,60.67115365099457
7,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [8, 8], ""unsharp.weight_main"": 1.0, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.4, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0043_JPG.rf.6f355d5f08ba937bb5925d2d118830c9.jpg,72.1750788568481,57.80226853707583
7,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [8, 8], ""unsharp.weight_main"": 1.0, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.4, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0059_JPG.rf.9b9367d68aca06f0950991c3d9bb8010.jpg,25.190918909996725,54.18021150635852
7,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [8, 8], ""unsharp.weight_main"": 1.0, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.4, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0223_JPG.rf.375636013ae935ea51190e93998658b4.jpg,40.893890226795264,13.969723966706368
7,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [8, 8], ""unsharp.weight_main"": 1.0, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.4, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0236_JPG.rf.44e73ee8581f29dabb2c2b5852888a0f.jpg,40.36105927655737,62.67759110196309
7,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [8, 8], ""unsharp.weight_main"": 1.0, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.4, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0149_JPG.rf.89c78ab0d5eaf4b5babaf869d5aac7b4.jpg,43.24064756343225,25.356618139701112
7,"{""clahe.clipLimit"": 2.0, ""clahe.tileGridSize"": [8, 8], ""unsharp.weight_main"": 1.0, ""unsharp.weight_blur"": -0.6, ""detail_weight"": 0.4, ""inpaint.dilation_kernel"": 3}",data\train\images\DSC_0169_JPG.rf.a0cb151e5e043e264ca7a80d8ab90c29.jpg,53.27840239741337,44.55591730314924
