filename,image_path,original_brisque,enhanced_brisque,iou
DSC_0012_JPG.rf.afd459bf3388ade5d3c4d36f3e7e92fb.jpg,data\train\images\DSC_0012_JPG.rf.afd459bf3388ade5d3c4d36f3e7e92fb.jpg,30.51290329780906,46.68894807222384,0.6319008395654014
DSC_0013_JPG.rf.88e38cb3ecca691b2169927673433e1a.jpg,data\train\images\DSC_0013_JPG.rf.88e38cb3ecca691b2169927673433e1a.jpg,42.760431773678846,22.80888591692539,0.8998430440777322
DSC_0013_JPG.rf.c92da2819ec2be14e17a3ec9d3959141.jpg,data\train\images\DSC_0013_JPG.rf.c92da2819ec2be14e17a3ec9d3959141.jpg,42.76043177367839,22.808885916919934,0.8998430440777322
DSC_0014_JPG.rf.10f7d1897c1216c61f1578ff42a5b267.jpg,data\train\images\DSC_0014_JPG.rf.10f7d1897c1216c61f1578ff42a5b267.jpg,39.84150101547013,27.129989348023372,0.8549841247535275
DSC_0014_JPG.rf.246b9f237c246d2929da4f2d91d7b136.jpg,data\train\images\DSC_0014_JPG.rf.246b9f237c246d2929da4f2d91d7b136.jpg,39.84150101546831,27.12998934802644,0.8549841247535275
DSC_0016_JPG.rf.af5a35a7521aba87081689da72a07fca.jpg,data\train\images\DSC_0016_JPG.rf.af5a35a7521aba87081689da72a07fca.jpg,53.746541458571954,50.522366438500484,0.8911575813545528
DSC_0017_JPG.rf.939f0b541b8e1f43484dcff9d42fb451.jpg,data\train\images\DSC_0017_JPG.rf.939f0b541b8e1f43484dcff9d42fb451.jpg,62.13995585174209,53.672157185030954,0.9591360865152959
DSC_0018_JPG.rf.185fb3ab7300479ac00d01e54a8c13da.jpg,data\train\images\DSC_0018_JPG.rf.185fb3ab7300479ac00d01e54a8c13da.jpg,54.102637774110434,50.31985772863274,0.9620833145552601
DSC_0019_JPG.rf.29fb0be7ef71f9725b21aa5eaf1df7f8.jpg,data\train\images\DSC_0019_JPG.rf.29fb0be7ef71f9725b21aa5eaf1df7f8.jpg,58.748951820506335,49.327877620843736,0.9620382173848334
DSC_0019_JPG.rf.a8a2d6195c4a60d687534d943f6915d4.jpg,data\train\images\DSC_0019_JPG.rf.a8a2d6195c4a60d687534d943f6915d4.jpg,58.74895182050952,49.32787762084715,0.9620382173848334
DSC_0020_JPG.rf.8f6f260fc3dd583b7deaa87a0fcab131.jpg,data\train\images\DSC_0020_JPG.rf.8f6f260fc3dd583b7deaa87a0fcab131.jpg,38.5708682035025,50.268196597173954,0.9504448829157515
DSC_0020_JPG.rf.e275ffd383a3eb66bb3240440bbc1372.jpg,data\train\images\DSC_0020_JPG.rf.e275ffd383a3eb66bb3240440bbc1372.jpg,38.57086820349625,50.2681965971685,0.9504448829157515
DSC_0021_JPG.rf.643d45b764fccc56c1aedd6432241a0e.jpg,data\train\images\DSC_0021_JPG.rf.643d45b764fccc56c1aedd6432241a0e.jpg,41.6030071340185,27.30277705464343,0.8484573995905723
DSC_0022_JPG.rf.98e09516a132010e510ca39cc334c67c.jpg,data\train\images\DSC_0022_JPG.rf.98e09516a132010e510ca39cc334c67c.jpg,46.416454618087045,41.627022446215705,0.8488412181574411
